date,time,platforms,media_type,video,image_ar,image_en,caption_ar,caption_en,hashtags,week,status
"2027-02-03","19:00","facebook|instagram","VIDEO","ads_6.mp4","","","كل الكرة بجيبتك ⚽ نتائج مباشرة، رزنامة، أخبار وانتقالات، ترتيب وهدّافين. تابع فرقك.","All of football in your pocket ⚽ live scores, calendar, news & transfers, tables & top scorers.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","26","pending"
"2027-02-05","13:00","facebook|instagram","IMAGE","","post-19-ar.png","post-19-en.png","➡️ سلايد ضمن كاروسيل «٣ مبادئ للضغط» — الكابشن الكامل على السلايد الأوّل (الغلاف ⑲).","➡️ Slide within the «3 rules of pressing» carousel — full caption on slide 1 (cover ⑲).","","27","pending"
"2027-02-07","20:00","facebook|instagram","IMAGE","","post-03-ar.png","post-03-en.png","٣٦٥ يوم من التطوّر المتواصل 📅 — تمرين يوميّ برسومات، مهمّة ملعب، وتأمّل يربط النظريّة بالتطبيق ويبني أسلوبك الخاص.","365 days of steady growth 📅 — a daily illustrated drill, a pitch task, and a reflection that turns theory into your own style.","#TactIQ #365DayPlan #FootballTraining #خطة_تدريب #CoachDevelopment","27","pending"
"2027-02-09","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","27","pending"
"2027-02-09","20:30","facebook|instagram","STORY","","story-ar.png","story-en.png","صِر مدرّباً محترفاً 🚀 — منهج UEFA كامل + خطط ٣٦٥ يوم. اسحب لفوق / حمّله الآن ⬇","Become a pro coach 🚀 — full UEFA pathway + 365-day plans. Swipe up / download now ⬇","#TactIQ #Download #FootballApp #تطبيق_كرة_قدم","27","pending"
"2027-02-10","19:00","facebook|instagram","VIDEO","ads_7.mp4","","","شوف الحركة والقرار — خطوة بخطوة ▶️ دروس تكتيكيّة متحركة على ملعب حقيقيّ: ضغط، تغطية، تحوّلات.","See the movement & decision — step by step ▶️ animated tactical lessons: press, cover, transitions.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","27","pending"
"2027-02-12","13:00","facebook|instagram","IMAGE","","post-14-ar.png","post-14-en.png","شو أهمّ صفة بمدرّب ناجح؟ 🧠 ذكاء تكتيكيّ؟ تواصل؟ انضباط؟ قراءة لاعبين؟ جاوبنا بالتعليقات 👇","What's the #1 trait of a great coach? 🧠 Tactical IQ? Communication? Discipline? Reading players? Tell us below 👇","#TactIQ #FootballCoaching #CoachLife #تدريب_كرة_القدم #FootballChat","28","pending"
"2027-02-14","20:00","facebook|instagram","IMAGE","","post-06-ar.png","post-06-en.png","مش لازم تبدأ من الصفر ✅ — جاوب أسئلة سريعة، والتطبيق بيحدّد مستواك ويبدّيك من الوحدة المناسبة إلك.","No need to start from zero ✅ — take a quick test and the app places you at the right unit for your level.","#TactIQ #LevelUp #FootballCoaching #تدريب #SkillCheck","28","pending"
"2027-02-16","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","28","pending"
"2027-02-16","20:30","facebook|instagram","IMAGE","","post-11-ar.png","post-11-en.png","قبل: حفظ عشوائيّ ومعلومات مبعثرة ❌ بعد: منهج UEFA مرتّب + خطّة يوميّة ✅ — نظّم تطوّرك مع TactIQ.","Before: random memorising, scattered notes ❌ After: a structured UEFA path + a daily plan ✅ — organise your growth with TactIQ.","#TactIQ #FootballCoaching #BeforeAfter #تطوير #UEFA","28","pending"
"2027-02-17","19:00","facebook|instagram","VIDEO","ads_8.mp4","","","365 يوم من التطوّر 📅 تمرين يوميّ برسومات، مهمّة ملعب، وتأمّل يربط النظريّة بالتطبيق.","365 days of growth 📅 a daily illustrated drill, a pitch task, and a reflection.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","28","pending"
"2027-02-19","13:00","facebook|instagram","IMAGE","","post-04-ar.png","post-04-en.png","ارسم خطّتك… وشغّلها 🎬 — لوح تكتيك كامل + تحليلات متحركة تشرح الحركة والقرار خطوة بخطوة. (ضع لقطة شاشة حقيقيّة)","Draw your plan… then play it 🎬 — a full tactics board + animated lessons that show movement & decisions step by step. (add a real screenshot)","#TactIQ #Tactics #FootballTactics #تكتيك #Coaching","29","pending"
"2027-02-21","20:00","facebook|instagram","IMAGE","","post-02-ar.png","post-02-en.png","رحلتك من C إلى PRO 🎓 — ٥٢ وحدة، ٦٢١ سؤال، قفل تسلسليّ يضمن تتعلّم صح. عربيّ وإنجليزيّ، ويشتغل بلا إنترنت.","Your path from C to PRO 🎓 — 52 units, 621 questions, sequential unlocking so you learn it right. Arabic & English, works offline.","#TactIQ #UEFA #CoachingBadges #تدريب #FootballEducation","29","pending"
"2027-02-23","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","29","pending"
"2027-02-23","20:30","facebook|instagram","IMAGE","","post-15-ar.png","post-15-en.png","كورساتك وخططك وأدواتك معك — حتى بلا إنترنت 📶 بالملعب أو بالطريق، TactIQ شغّال. حمّله مجّاناً 👇","Your courses, plans & tools with you — even offline 📶 On the pitch or on the road, TactIQ keeps working. Download free 👇","#TactIQ #OfflineApp #FootballCoaching #تطبيق_كرة_قدم #CoachTools","29","pending"
"2027-02-24","19:00","facebook|instagram","VIDEO","ads_9.mp4","","","قبل: حفظ عشوائيّ ❌ بعد: منهج UEFA مرتّب وخطّة يوميّة ✅ نظّم تدريبك مع TactIQ.","Before: random memorising ❌ After: a structured UEFA path & daily plan ✅","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","29","pending"
"2027-02-26","13:00","facebook|instagram","IMAGE","","","","","","","30","pending"
"2027-02-28","20:00","facebook|instagram","IMAGE","","post-17-ar.png","post-17-en.png","أنهيت مستوى؟ خُذ شهادتك وشاركها 🏅 — كل مرحلة من C لـ PRO بتتوّج بإنجاز حقيقيّ. ابدأ رحلتك اليوم.","Finished a level? Claim your certificate and share it 🏅 — every stage from C to PRO ends with a real achievement. Start today.","#TactIQ #UEFA #CoachingBadges #إنجاز #FootballEducation","30","pending"
"2027-03-02","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","30","pending"
"2027-03-02","20:30","facebook|instagram","STORY","","story-ar.png","story-en.png","صِر مدرّباً محترفاً 🚀 — منهج UEFA كامل + خطط ٣٦٥ يوم. اسحب لفوق / حمّله الآن ⬇","Become a pro coach 🚀 — full UEFA pathway + 365-day plans. Swipe up / download now ⬇","#TactIQ #Download #FootballApp #تطبيق_كرة_قدم","30","pending"
"2027-03-03","19:00","facebook|instagram","VIDEO","ads_10.mp4","","","تحدّي تكتيكيّ 🧠 شو التشكيل الأفضل ضدّ 4-3-3؟ فكّر وجاوبنا بالتعليقات 👇","Tactical challenge 🧠 what's the best shape against a 4-3-3? Answer below 👇","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","30","pending"
"2027-03-05","13:00","facebook|instagram","IMAGE","","post-05-ar.png","post-05-en.png","كل أدواتك بمكان واحد 🧰 — تقرير مباراة، تشكيلة ملعب، مخطّط أسبوعيّ، تحليل فيديو، ملفّات لاعبين، ومحرّر تمارين.","All your tools in one place 🧰 — match reports, lineup pitch, weekly planner, video analysis, player profiles & a drill designer.","#TactIQ #CoachTools #FootballAnalysis #أدوات_المدرب #MatchDay","31","pending"
"2027-03-07","20:00","facebook|instagram","IMAGE","","post-16-ar.png","post-16-en.png","كل مباراة = ٤ لحظات: استحواذ، تحوّل دفاعيّ، بدون كرة، تحوّل هجوميّ ⚽ افهمها تتحكّم باللعبة. تعلّم التفاصيل على TactIQ.","Every match = 4 moments: in possession, defensive transition, out of possession, attacking transition ⚽ Master them, control the game. Learn how on TactIQ.","#TactIQ #FootballTactics #Coaching #تكتيك #GameModel","31","pending"
"2027-03-09","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","31","pending"
"2027-03-09","20:30","facebook|instagram","IMAGE","","post-16-ar.png","post-16-en.png","كل مباراة = ٤ لحظات: استحواذ، تحوّل دفاعيّ، بدون كرة، تحوّل هجوميّ ⚽ افهمها تتحكّم باللعبة. تعلّم التفاصيل على TactIQ.","Every match = 4 moments: in possession, defensive transition, out of possession, attacking transition ⚽ Master them, control the game. Learn how on TactIQ.","#TactIQ #FootballTactics #Coaching #تكتيك #GameModel","31","pending"
"2027-03-10","19:00","facebook|instagram","VIDEO","ads_1.mp4","","","وصل TactIQ ⚽ منهج تدريب كامل بجيبتك: كورسات UEFA من C لـPRO، خطط تطوّر 365 يوم، تحليلات متحركة وأدوات مدرّب. حمّله مجّاناً 👇","TactIQ is here ⚽ a full coaching pathway in your pocket: UEFA courses C→PRO, 365-day plans, animated lessons & coach tools. Download free 👇","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","31","pending"
"2027-03-12","13:00","facebook|instagram","IMAGE","","post-07-ar.png","post-07-en.png","الفرق مش بالقدمين… الفرق بالعقل والقرار 🧠 — الذكاء الكرويّ يصنع اللاعب المميّز. علّم لاعبيك يفكّروا.","The difference isn't the feet… it's the mind & the decision 🧠 — Football IQ makes the elite player. Teach your players to think.","#TactIQ #FootballIQ #Mentality #العقلية #GameIntelligence","32","pending"
"2027-03-14","20:00","facebook|instagram","IMAGE","","post-03-ar.png","post-03-en.png","٣٦٥ يوم من التطوّر المتواصل 📅 — تمرين يوميّ برسومات، مهمّة ملعب، وتأمّل يربط النظريّة بالتطبيق ويبني أسلوبك الخاص.","365 days of steady growth 📅 — a daily illustrated drill, a pitch task, and a reflection that turns theory into your own style.","#TactIQ #365DayPlan #FootballTraining #خطة_تدريب #CoachDevelopment","32","pending"
"2027-03-16","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","32","pending"
"2027-03-16","20:30","facebook|instagram","IMAGE","","post-15-ar.png","post-15-en.png","كورساتك وخططك وأدواتك معك — حتى بلا إنترنت 📶 بالملعب أو بالطريق، TactIQ شغّال. حمّله مجّاناً 👇","Your courses, plans & tools with you — even offline 📶 On the pitch or on the road, TactIQ keeps working. Download free 👇","#TactIQ #OfflineApp #FootballCoaching #تطبيق_كرة_قدم #CoachTools","32","pending"
"2027-03-17","19:00","facebook|instagram","VIDEO","ads_2.mp4","","","رحلتك من C إلى PRO 🎓 اثنتان وخمسون وحدة، 621 سؤال، قفل تسلسليّ يضمن تتعلّم صح. عربيّ وإنجليزيّ، ويشتغل بلا إنترنت.","Your path from C to PRO 🎓 52 units, 621 questions, sequential unlocking. Arabic & English, works offline.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","32","pending"
"2027-03-19","13:00","facebook|instagram","IMAGE","","post-08-ar.png","post-08-en.png","شوف الحركة والقرار — خطوة بخطوة ▶️ — دروس تكتيكيّة متحركة على ملعب حقيقيّ: ضغط، تغطية، تحوّلات.","See the movement & decision — step by step ▶️ — animated tactical lessons on a real pitch: press, cover, transitions.","#TactIQ #TacticsBoard #FootballTactics #تحليل_تكتيكي #Coaching","33","pending"
"2027-03-21","20:00","facebook|instagram","IMAGE","","post-06-ar.png","post-06-en.png","مش لازم تبدأ من الصفر ✅ — جاوب أسئلة سريعة، والتطبيق بيحدّد مستواك ويبدّيك من الوحدة المناسبة إلك.","No need to start from zero ✅ — take a quick test and the app places you at the right unit for your level.","#TactIQ #LevelUp #FootballCoaching #تدريب #SkillCheck","33","pending"
"2027-03-23","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","33","pending"
"2027-03-23","20:30","facebook|instagram","STORY","","story-ar.png","story-en.png","صِر مدرّباً محترفاً 🚀 — منهج UEFA كامل + خطط ٣٦٥ يوم. اسحب لفوق / حمّله الآن ⬇","Become a pro coach 🚀 — full UEFA pathway + 365-day plans. Swipe up / download now ⬇","#TactIQ #Download #FootballApp #تطبيق_كرة_قدم","33","pending"
"2027-03-24","19:00","facebook|instagram","VIDEO","ads_3.mp4","","","ارسم خطّتك… وشغّلها 🎬 لوح تكتيك كامل + تحليلات متحركة تشرح الحركة والقرار خطوة بخطوة.","Draw your plan… then play it 🎬 a full tactics board + animated lessons, step by step.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","33","pending"
"2027-03-26","13:00","facebook|instagram","IMAGE","","post-14-ar.png","post-14-en.png","شو أهمّ صفة بمدرّب ناجح؟ 🧠 ذكاء تكتيكيّ؟ تواصل؟ انضباط؟ قراءة لاعبين؟ جاوبنا بالتعليقات 👇","What's the #1 trait of a great coach? 🧠 Tactical IQ? Communication? Discipline? Reading players? Tell us below 👇","#TactIQ #FootballCoaching #CoachLife #تدريب_كرة_القدم #FootballChat","34","pending"
"2027-03-28","20:00","facebook|instagram","IMAGE","","post-12-ar.png","post-12-en.png","كل الكرة بجيبتك ⚽ — نتائج مباشرة، رزنامة، أخبار وانتقالات، ترتيب وهدّافين. اختر فرقك وتابعها. حمّل TactIQ 👇","All of football in your pocket ⚽ — live scores, calendar, news & transfers, tables & top scorers. Pick your teams and follow. Get TactIQ 👇","#TactIQ #LiveScores #FootballNews #كرة_قدم #FootballApp","34","pending"
"2027-03-30","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","34","pending"
"2027-03-30","20:30","facebook|instagram","IMAGE","","post-18-ar.png","post-18-en.png","الضغط الناجح مش حظّ — مبادئ 🧩 ① اضغط جماعيًّا ② أغلق الممرّات ③ اضبط الإشارة. اسحب لتتعلّمها، والتفاصيل الكاملة على TactIQ.","Winning the press isn't luck — it's principles 🧩 ① press as a unit ② cut the lanes ③ set the trigger. Swipe to learn, full detail on TactIQ.","#TactIQ #Pressing #FootballTactics #ضغط #CoachingTips","34","pending"
"2027-03-31","19:00","facebook|instagram","VIDEO","ads_4.mp4","","","الفرق مش بالقدمين… بالعقل والقرار 🧠 الذكاء الكرويّ يصنع اللاعب المميّز. علّم لاعبيك يفكّروا.","The difference isn't the feet — it's the mind 🧠 Football IQ makes the elite player.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","34","pending"
"2027-04-02","13:00","facebook|instagram","IMAGE","","post-04-ar.png","post-04-en.png","ارسم خطّتك… وشغّلها 🎬 — لوح تكتيك كامل + تحليلات متحركة تشرح الحركة والقرار خطوة بخطوة. (ضع لقطة شاشة حقيقيّة)","Draw your plan… then play it 🎬 — a full tactics board + animated lessons that show movement & decisions step by step. (add a real screenshot)","#TactIQ #Tactics #FootballTactics #تكتيك #Coaching","35","pending"
"2027-04-04","20:00","facebook|instagram","IMAGE","","post-13-ar.png","post-13-en.png","المدرّب الكبير يبني تفكيرًا… لا يحفظ خططًا 🧠 — علّم لاعبيك يقرأوا اللعبة.","Great coaches build thinking… not memorised plays 🧠 — teach your players to read the game.","#TactIQ #FootballIQ #Coaching #العقلية #Mentality","35","pending"
"2027-04-06","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","35","pending"
"2027-04-06","20:30","facebook|instagram","IMAGE","","post-15-ar.png","post-15-en.png","كورساتك وخططك وأدواتك معك — حتى بلا إنترنت 📶 بالملعب أو بالطريق، TactIQ شغّال. حمّله مجّاناً 👇","Your courses, plans & tools with you — even offline 📶 On the pitch or on the road, TactIQ keeps working. Download free 👇","#TactIQ #OfflineApp #FootballCoaching #تطبيق_كرة_قدم #CoachTools","35","pending"
"2027-04-07","19:00","facebook|instagram","VIDEO","ads_5.mp4","","","كل أدواتك بمكان واحد 🧰 تقرير مباراة، تشكيلة ملعب، مخطّط أسبوعيّ، تحليل فيديو، ملفّات لاعبين، ومحرّر تمارين.","All your tools in one place 🧰 match reports, lineup pitch, weekly planner, video analysis, player profiles & a drill designer.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","35","pending"
"2027-04-09","13:00","facebook|instagram","IMAGE","","","","","","","36","pending"
"2027-04-11","20:00","facebook|instagram","IMAGE","","post-10-ar.png","post-10-en.png","نصيحة تكتيكيّة ⚡ — بعد خسارة الكرة، أوّل ٦ ثوان هي الأهمّ: اضغط فورًا أو تراجع بانتظام. تفاصيل أكتر على TactIQ.","Tactical tip ⚡ — after losing the ball, the first 6 seconds matter most: press instantly or drop as a unit. More on TactIQ.","#TactIQ #FootballTactics #CoachingTips #تكتيك #Pressing","36","pending"
"2027-04-13","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","36","pending"
"2027-04-13","20:30","facebook|instagram","STORY","","story-ar.png","story-en.png","صِر مدرّباً محترفاً 🚀 — منهج UEFA كامل + خطط ٣٦٥ يوم. اسحب لفوق / حمّله الآن ⬇","Become a pro coach 🚀 — full UEFA pathway + 365-day plans. Swipe up / download now ⬇","#TactIQ #Download #FootballApp #تطبيق_كرة_قدم","36","pending"
"2027-04-14","19:00","facebook|instagram","VIDEO","ads_6.mp4","","","كل الكرة بجيبتك ⚽ نتائج مباشرة، رزنامة، أخبار وانتقالات، ترتيب وهدّافين. تابع فرقك.","All of football in your pocket ⚽ live scores, calendar, news & transfers, tables & top scorers.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","36","pending"
"2027-04-16","13:00","facebook|instagram","IMAGE","","post-02-ar.png","post-02-en.png","رحلتك من C إلى PRO 🎓 — ٥٢ وحدة، ٦٢١ سؤال، قفل تسلسليّ يضمن تتعلّم صح. عربيّ وإنجليزيّ، ويشتغل بلا إنترنت.","Your path from C to PRO 🎓 — 52 units, 621 questions, sequential unlocking so you learn it right. Arabic & English, works offline.","#TactIQ #UEFA #CoachingBadges #تدريب #FootballEducation","37","pending"
"2027-04-18","20:00","facebook|instagram","IMAGE","","post-08-ar.png","post-08-en.png","شوف الحركة والقرار — خطوة بخطوة ▶️ — دروس تكتيكيّة متحركة على ملعب حقيقيّ: ضغط، تغطية، تحوّلات.","See the movement & decision — step by step ▶️ — animated tactical lessons on a real pitch: press, cover, transitions.","#TactIQ #TacticsBoard #FootballTactics #تحليل_تكتيكي #Coaching","37","pending"
"2027-04-20","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","37","pending"
"2027-04-20","20:30","facebook|instagram","STORY","","story-ar.png","story-en.png","صِر مدرّباً محترفاً 🚀 — منهج UEFA كامل + خطط ٣٦٥ يوم. اسحب لفوق / حمّله الآن ⬇","Become a pro coach 🚀 — full UEFA pathway + 365-day plans. Swipe up / download now ⬇","#TactIQ #Download #FootballApp #تطبيق_كرة_قدم","37","pending"
"2027-04-21","19:00","facebook|instagram","VIDEO","ads_7.mp4","","","شوف الحركة والقرار — خطوة بخطوة ▶️ دروس تكتيكيّة متحركة على ملعب حقيقيّ: ضغط، تغطية، تحوّلات.","See the movement & decision — step by step ▶️ animated tactical lessons: press, cover, transitions.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","37","pending"
"2027-04-23","13:00","facebook|instagram","IMAGE","","post-07-ar.png","post-07-en.png","الفرق مش بالقدمين… الفرق بالعقل والقرار 🧠 — الذكاء الكرويّ يصنع اللاعب المميّز. علّم لاعبيك يفكّروا.","The difference isn't the feet… it's the mind & the decision 🧠 — Football IQ makes the elite player. Teach your players to think.","#TactIQ #FootballIQ #Mentality #العقلية #GameIntelligence","38","pending"
"2027-04-25","20:00","facebook|instagram","IMAGE","","post-05-ar.png","post-05-en.png","كل أدواتك بمكان واحد 🧰 — تقرير مباراة، تشكيلة ملعب، مخطّط أسبوعيّ، تحليل فيديو، ملفّات لاعبين، ومحرّر تمارين.","All your tools in one place 🧰 — match reports, lineup pitch, weekly planner, video analysis, player profiles & a drill designer.","#TactIQ #CoachTools #FootballAnalysis #أدوات_المدرب #MatchDay","38","pending"
"2027-04-27","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","38","pending"
"2027-04-27","20:30","facebook|instagram","IMAGE","","post-15-ar.png","post-15-en.png","كورساتك وخططك وأدواتك معك — حتى بلا إنترنت 📶 بالملعب أو بالطريق، TactIQ شغّال. حمّله مجّاناً 👇","Your courses, plans & tools with you — even offline 📶 On the pitch or on the road, TactIQ keeps working. Download free 👇","#TactIQ #OfflineApp #FootballCoaching #تطبيق_كرة_قدم #CoachTools","38","pending"
"2027-04-28","19:00","facebook|instagram","VIDEO","ads_8.mp4","","","365 يوم من التطوّر 📅 تمرين يوميّ برسومات، مهمّة ملعب، وتأمّل يربط النظريّة بالتطبيق.","365 days of growth 📅 a daily illustrated drill, a pitch task, and a reflection.","#TactIQ #FootballCoaching #كرة_قدم #تدريب_كرة_القدم","38","pending"
"2027-04-30","13:00","facebook|instagram","IMAGE","","post-19-ar.png","post-19-en.png","➡️ سلايد ضمن كاروسيل «٣ مبادئ للضغط» — الكابشن الكامل على السلايد الأوّل (الغلاف ⑲).","➡️ Slide within the «3 rules of pressing» carousel — full caption on slide 1 (cover ⑲).","","39","pending"
"2027-05-02","20:00","facebook|instagram","IMAGE","","post-03-ar.png","post-03-en.png","٣٦٥ يوم من التطوّر المتواصل 📅 — تمرين يوميّ برسومات، مهمّة ملعب، وتأمّل يربط النظريّة بالتطبيق ويبني أسلوبك الخاص.","365 days of steady growth 📅 — a daily illustrated drill, a pitch task, and a reflection that turns theory into your own style.","#TactIQ #365DayPlan #FootballTraining #خطة_تدريب #CoachDevelopment","39","pending"
"2027-05-04","11:00","facebook|instagram","STORY","","story-ar.png","story-en.png","حمّل TactIQ الآن ⚽","Download TactIQ now ⚽","#TactIQ","39","pending"
"2027-05-04","20:30","facebook|instagram","STORY","","story-ar.png","story-en.png","صِر مدرّباً محترفاً 🚀 — منهج UEFA كامل + خطط ٣٦٥ يوم. اسحب لفوق / حمّله الآن ⬇","Become a pro coach 🚀 — full UEFA pathway + 365-day plans. Swipe up / download now ⬇","#TactIQ #Download #FootballApp #تطبيق_كرة_قدم","39","pending"
